zipcode,bldgtype,eui,wui,ghg,ess,electricity,natural_gas,gfa,year
10016,Multifamily Housing,186.8,58.95,7.71,18.0,14386708.3,7505347.6,313552.0,1912
11201,Retail Store,155.6,5.62,5.79,43.0,841107.4,1707766.6,27972.0,1967
10028,Multifamily Housing,180.7,53.34,7.58,7.0,5900640.6,22131367.4,221140.0,1964
10467,Multifamily Housing,161.0,66.33,6.51,6.0,5342690.4,19407181.7,228000.0,1966
10030,Multifamily Housing,165.6,99.52,9.29,26.0,3402815.0,1353181.8,198624.0,1980
10177,Office,161.3,42.37,5.83,59.0,7347342.4,2842850.0,164525.0,1912
10001,Office,99.4,0.68,3.32,87.0,2832648.7,2079921.6,105642.0,1900
10019,Office,133.0,45.99,4.33,67.0,3789801.7,1079369.7,87438.0,1908
10010,Office,85.1,9.74,2.8,96.0,2575704.4,1450447.1,105384.0,1910
10033,Multifamily Housing,207.9,100.24,8.35,13.0,1597422.4,5316312.2,50000.0,1936
10033,Multifamily Housing,229.3,83.35,9.49,2.0,1516912.5,6559663.3,52000.0,1939
10033,Multifamily Housing,141.0,60.05,7.8,34.0,914846.8,321624.2,53000.0,1936
10033,Multifamily Housing,89.9,59.6,4.66,85.0,667323.5,236086.7,52000.0,1962
10025,Multifamily Housing,79.6,42.65,3.19,94.0,1359977.1,5628643.4,130000.0,1928
10451,Multifamily Housing,150.7,93.7,6.1,14.0,2252374.6,7695666.6,100000.0,1939
10025,Multifamily Housing,82.9,42.64,3.34,92.0,1269475.8,6160646.4,130000.0,1928
10028,Multifamily Housing,120.0,30.4,4.91,65.0,709715.4,3771617.4,53000.0,1932
10075,Multifamily Housing,131.9,39.04,6.35,35.0,2440516.9,1441781.6,104500.0,1961
10019,Multifamily Housing,282.4,113.04,13.08,1.0,5379032.4,7349687.9,115000.0,1923
11235,Multifamily Housing,114.9,69.01,4.71,65.0,1692803.7,6736055.4,106440.0,1964
11434,Distribution Center,105.0,3.88,4.2,17.0,1030402.9,3647100.0,66976.0,1960
10034,Multifamily Housing,119.6,61.58,4.77,54.0,2497267.9,5235639.3,105000.0,1932
10003,Multifamily Housing,117.8,49.42,4.47,53.0,2209196.1,4593890.2,96500.0,1996
10016,Multifamily Housing,216.2,96.1,8.25,5.0,3164833.0,5358741.0,67000.0,1967
10040,Multifamily Housing,139.1,61.27,5.81,43.0,738492.2,4288436.3,50000.0,1939
10009,Multifamily Housing,121.0,50.03,4.52,50.0,1260458.2,2395481.8,51802.0,2005
11691,Multifamily Housing,139.5,101.22,5.87,27.0,1429477.9,7280579.4,86500.0,1963
11691,Multifamily Housing,144.3,86.08,6.0,46.0,2703996.3,12855894.2,152000.0,1962
11375,Multifamily Housing,115.2,48.78,4.86,55.0,699661.7,4173754.7,60000.0,1940
11432,Multifamily Housing,56.7,161.44,1.79,99.0,1457764.8,300553.9,77885.0,2008
11213,Multifamily Housing,118.6,65.25,6.74,59.0,737804.8,220800.0,66222.0,1926
10467,Multifamily Housing,296.2,40.74,14.41,1.0,3618439.4,11771550.2,106050.0,1960
11229,Worship Facility,177.1,35.67,7.67,2.0,524799.7,2786100.0,25100.0,1962
10453,Multifamily Housing,189.7,22.25,7.31,4.0,2456640.0,5993483.2,72000.0,1912
10452,Multifamily Housing,185.0,14.9,7.15,6.0,1467160.0,3449938.5,43000.0,1937
10470,Multifamily Housing,244.8,23.74,11.16,17.0,921239.9,2996999.9,27000.0,1928
10031,Multifamily Housing,196.8,220.48,8.32,33.0,1074998.9,6850040.3,54644.0,1930
10453,Multifamily Housing,171.9,324.89,7.37,12.0,1108244.1,6986290.8,63090.0,1937
10022,Multifamily Housing,242.3,16.86,7.85,1.0,6376772.5,5239434.0,104201.0,2014
10032,Multifamily Housing,127.9,96.28,7.6,32.0,941651.2,340396.8,63098.0,1900
10457,Multifamily Housing,148.1,128.29,6.03,17.0,1397820.5,5017086.9,63790.0,1940
10452,Multifamily Housing,157.4,182.52,6.72,22.0,855971.1,5382721.6,53366.0,1926
10452,Multifamily Housing,115.4,110.86,4.85,39.0,1494571.1,7421542.5,107490.0,1927
10032,Multifamily Housing,137.3,110.93,5.68,37.0,932249.4,4174751.7,52940.0,1920
10032,Multifamily Housing,122.5,97.88,5.16,50.0,758529.8,4551616.3,59264.0,1922
10024,Multifamily Housing,106.2,32.69,4.17,83.0,450670.8,1429012.5,27389.0,1989
10467,Multifamily Housing,120.6,93.65,5.02,49.0,2034943.0,9465439.9,135168.0,1932
10457,Multifamily Housing,184.7,208.86,7.94,4.0,1058340.1,8336717.9,67032.0,1937
10467,Multifamily Housing,204.6,111.64,9.16,2.0,1160703.9,8387299.5,63000.0,1939
11432,Multifamily Housing,130.8,120.81,5.48,26.0,1372852.0,5135600.1,81270.0,1931
11432,Multifamily Housing,124.9,85.37,5.26,29.0,1084629.7,6137300.2,79380.0,1941
10452,Multifamily Housing,139.0,150.86,7.77,13.0,1067082.0,635039.4,70500.0,1928
10453,Multifamily Housing,143.3,118.92,6.02,68.0,1198065.5,5236083.3,63100.0,1941
10456,Multifamily Housing,135.6,136.03,5.6,85.0,921766.8,4996903.6,61360.0,1927
10456,Multifamily Housing,120.2,113.23,5.01,92.0,719247.3,3946681.2,54000.0,1928
10456,Multifamily Housing,142.5,171.19,5.96,23.0,1022850.9,4754748.4,56912.0,1924
10456,Multifamily Housing,116.9,172.58,4.82,46.0,1217711.8,5828712.4,85696.0,1925
11235,Multifamily Housing,106.1,0.03,4.41,65.0,926191.3,4288425.3,69443.0,1961
10456,Multifamily Housing,200.0,177.57,8.68,2.0,1100075.1,8377312.1,61974.0,1927
10458,Multifamily Housing,129.7,114.67,5.41,41.0,864363.5,4322951.7,56000.0,1923
10455,Multifamily Housing,133.3,171.6,5.47,39.0,760445.8,3474503.4,45482.0,1913
11212,Multifamily Housing,94.3,119.05,3.83,61.0,555679.2,2089700.0,41310.0,1930
10453,Multifamily Housing,126.8,83.34,5.42,60.0,374466.8,2726576.8,32546.0,1922
10458,Multifamily Housing,124.8,100.41,5.24,46.0,719290.1,4630539.2,58620.0,1936
10468,Multifamily Housing,113.2,66.59,4.79,54.0,377906.8,2163369.7,30695.0,1938
10457,Multifamily Housing,138.1,147.52,5.84,32.0,1155724.5,6074627.4,72000.0,1924
11236,Senior Care Community,254.0,86.38,7.82,19.0,10889697.0,1795599.9,130147.0,1975
10467,Multifamily Housing,99.3,75.02,4.22,74.0,884628.6,3782381.9,65342.0,1965
10468,Multifamily Housing,106.6,107.08,4.53,69.0,1028525.2,6001093.9,89580.0,1926
10458,Multifamily Housing,109.6,97.72,4.73,61.0,1022883.0,6949267.6,98580.0,1929
10452,Multifamily Housing,107.5,83.2,4.41,69.0,1022306.0,4504660.9,73799.0,1926
10456,Multifamily Housing,112.1,105.93,4.74,53.0,1013146.3,6045000.4,85904.0,1941
10457,Multifamily Housing,92.3,107.61,3.99,77.0,1752418.7,8291909.8,147660.0,1941
11226,Multifamily Housing,122.4,133.8,5.1,47.0,754708.3,4453751.2,58945.0,1930
10453,Multifamily Housing,103.4,84.31,4.24,74.0,866440.4,3827030.0,65208.0,1954
10468,Multifamily Housing,100.8,77.31,5.63,65.0,826667.8,379478.8,71663.0,1950
10457,Multifamily Housing,118.0,141.57,4.88,60.0,1283199.0,6174280.2,89479.0,1928
10472,Multifamily Housing,176.6,124.14,8.7,14.0,2270784.4,7313418.2,114908.0,1964
10453,Multifamily Housing,112.8,106.4,4.72,53.0,1994783.5,9628112.7,144062.0,1938
10458,Multifamily Housing,135.4,149.52,7.49,40.0,926906.2,343053.3,61182.0,1940
10452,Multifamily Housing,81.2,66.9,3.57,79.0,833558.8,4481453.1,86496.0,1952
10457,Multifamily Housing,133.2,121.67,5.52,45.0,1250136.0,5864576.6,75644.0,1960
10468,Multifamily Housing,131.8,140.08,5.64,30.0,845775.1,5753125.7,66822.0,1929
10453,Multifamily Housing,172.3,185.6,7.64,7.0,651739.9,4184736.6,36300.0,1950
10466,Multifamily Housing,190.6,69.74,8.52,2.0,735326.3,4970946.8,38308.0,1931
10467,Multifamily Housing,168.8,147.3,7.5,10.0,621523.0,3920150.4,34800.0,1941
10468,Multifamily Housing,74.7,93.66,2.97,92.0,694793.4,1542403.2,47352.0,1931
10453,Multifamily Housing,120.9,112.5,5.32,38.0,1193004.8,6669803.2,85507.0,1928
10467,Multifamily Housing,116.1,151.67,4.89,50.0,740916.2,4478579.2,61494.0,1931
10468,Multifamily Housing,60.8,42.23,2.27,99.0,1306402.7,1872645.3,92588.0,1927
10453,Multifamily Housing,131.9,142.59,5.76,31.0,514526.1,2529016.8,30900.0,1955
10472,Multifamily Housing,155.8,133.46,6.62,21.0,740161.9,4367570.2,44500.0,1929
10007,Office,194.7,17.95,6.84,56.0,12297923.5,13611300.5,258000.0,1932
10032,Multifamily Housing,139.4,81.86,5.84,13.0,848832.7,5086590.8,58588.0,1911
10472,Multifamily Housing,163.4,104.71,6.82,16.0,861627.1,4342996.8,44500.0,1929
10472,Multifamily Housing,152.2,149.74,6.72,18.0,789346.2,4371780.0,44500.0,1929
10472,Multifamily Housing,157.7,189.62,6.7,19.0,782930.4,4361803.5,44500.0,1929
11104,Multifamily Housing,124.4,60.75,5.13,65.0,560526.5,3078370.2,41100.0,1937
11004,Multifamily Housing,100.0,50.22,4.29,83.0,447661.0,2900290.0,44732.0,1937
10453,Multifamily Housing,240.0,0.0,12.77,1.0,871912.1,277540.0,29700.0,1907
11104,Multifamily Housing,90.4,43.13,3.64,79.0,668775.7,2873851.5,57486.0,1936
11372,Multifamily Housing,95.3,59.63,3.93,71.0,731820.8,3453851.0,62500.0,1939
11374,Multifamily Housing,91.1,42.13,3.64,78.0,1016414.5,4167665.4,84472.0,1939
11104,Multifamily Housing,116.7,54.7,4.74,43.0,2168246.6,10045016.4,151450.0,1938
11377,Multifamily Housing,112.9,49.43,4.67,46.0,1083892.5,5094823.5,77524.0,1964
11104,Multifamily Housing,101.2,54.88,4.16,64.0,802767.9,4068981.8,68248.0,1940
11104,Multifamily Housing,108.1,68.49,4.38,52.0,1297496.4,4859335.8,84070.0,1936
11104,Multifamily Housing,116.4,61.33,4.88,43.0,911266.1,5631112.9,77164.0,1931
11104,Multifamily Housing,104.4,47.69,4.26,59.0,986935.2,4618448.3,77164.0,1936
11355,Multifamily Housing,107.1,80.58,4.43,55.0,845022.5,4365124.1,68422.0,1958
11358,Multifamily Housing,154.1,71.15,6.44,10.0,877750.3,5844430.2,59796.0,1929
11355,Multifamily Housing,137.8,76.14,5.99,21.0,743586.9,7809599.9,79705.0,1940
11372,Multifamily Housing,80.5,35.14,3.34,88.0,504069.9,2564836.3,53496.0,1939
10461,Multifamily Housing,132.8,127.95,7.08,75.0,1003093.7,184696.9,55284.0,1930
10451,Multifamily Housing,132.4,137.7,5.48,32.0,1677233.3,8271818.4,106128.0,1928
10461,Multifamily Housing,98.4,70.35,4.2,96.0,1219889.7,5973125.1,105000.0,1930
10024,Multifamily Housing,82.8,22.68,3.25,98.0,1691979.8,5489096.7,133762.0,1909
11238,Multifamily Housing,101.8,29.52,4.15,83.0,1104238.9,5395500.0,91574.0,1925
10032,Multifamily Housing,85.8,44.01,3.4,99.0,747294.1,2276038.4,54240.0,1925
10458,Multifamily Housing,152.0,121.65,6.49,25.0,738668.8,4905274.1,49815.0,1937
10001,Office,165.9,24.73,6.33,23.0,2686650.8,803.0,54000.0,1912
10034,Multifamily Housing,132.1,122.99,5.97,32.0,1020424.3,7173254.9,78233.0,1925
10040,Multifamily Housing,138.9,117.38,7.8,29.0,753299.3,267103.3,50000.0,1924
11206,Multifamily Housing,123.3,38.99,4.43,29.0,1109394.0,1961700.1,44680.0,2009
11206,Multifamily Housing,66.6,32.47,2.27,93.0,886542.3,474400.0,44208.0,2001
11205,Multifamily Housing,145.5,99.07,5.42,15.0,1260615.2,1977800.0,39106.0,2006
10040,Multifamily Housing,108.2,93.24,4.44,87.0,717275.0,3007096.7,49714.0,1941
10128,Multifamily Housing,136.9,50.72,6.45,53.0,5591235.7,436033.3,206311.0,1980
11373,Multifamily Housing,93.7,55.34,4.04,87.0,848803.8,3908557.3,69137.0,1961
10027,Multifamily Housing,122.7,78.91,5.18,60.0,936945.8,6172563.1,78680.0,1926
10032,Multifamily Housing,113.7,80.69,6.04,88.0,1009500.5,222938.7,64337.0,1920
10032,Multifamily Housing,157.3,107.54,6.43,54.0,1515006.6,6227017.7,71421.0,1910
11229,Multifamily Housing,90.2,44.85,3.68,90.0,1254442.1,4715641.7,97030.0,1958
10013,Multifamily Housing,185.7,32.61,6.76,1.0,4640823.5,6802812.1,111592.0,1910
10025,Multifamily Housing,115.0,46.02,6.02,73.0,1060845.2,75213.3,66092.0,1964
10017,Multifamily Housing,134.4,51.82,6.96,26.0,2713963.3,137250.0,131603.0,1982
10028,Multifamily Housing,77.9,29.92,3.65,83.0,1889811.6,249872.7,111600.0,1928
10075,Multifamily Housing,151.1,49.57,5.85,15.0,2587491.6,6330273.8,95000.0,1986
10010,Multifamily Housing,138.2,26.57,4.62,19.0,6641472.8,3872553.0,166217.0,2010
10017,Multifamily Housing,126.9,77.47,6.24,69.0,1988196.4,1954866.5,90388.0,1960
10011,Multifamily Housing,125.5,20.97,4.43,58.0,2009121.4,2564230.0,69206.0,1926
10011,Multifamily Housing,167.3,24.69,5.58,5.0,4538619.6,2751839.8,95000.0,2006
11235,Multifamily Housing,111.3,61.18,4.66,67.0,2470282.6,10079680.2,167440.0,1960
11414,Multifamily Housing,199.1,59.87,8.34,3.0,2665169.3,13602731.7,113625.0,1950
10019,Multifamily Housing,185.0,56.57,7.25,11.0,12282265.5,30527362.8,366976.0,2003
11201,Multifamily Housing,100.7,33.67,4.07,77.0,1158213.5,4616650.1,84403.0,1955
11435,Multifamily Housing,116.6,59.1,4.95,45.0,967484.1,6259777.7,83690.0,1937
11432,Multifamily Housing,137.0,44.68,5.78,42.0,794181.1,4605172.1,53990.0,1941
10472,Multifamily Housing,125.1,93.11,5.13,37.0,1752148.6,7342440.0,104914.0,1929
10467,Multifamily Housing,199.1,84.14,9.12,1.0,1191350.8,16147794.6,105070.0,1927
11230,Multifamily Housing,112.9,53.16,4.81,62.0,663482.7,4417219.1,60490.0,1940
10033,Multifamily Housing,129.0,83.77,7.83,39.0,799246.4,180978.8,59216.0,1920
10033,Multifamily Housing,128.4,128.21,7.87,37.0,726098.4,220490.9,54518.0,1920
10011,Multifamily Housing,148.0,73.07,7.27,75.0,1004672.1,53060.0,38802.0,1910
10128,Multifamily Housing,105.8,21.94,5.39,85.0,719305.3,917448.3,45000.0,1920
10467,Multifamily Housing,140.1,113.65,7.11,37.0,7996098.5,2964939.5,366021.0,1969
10023,Multifamily Housing,132.7,28.78,6.25,23.0,4118793.6,8724559.8,218360.0,1917
10021,Multifamily Housing,122.3,34.28,5.03,24.0,2034409.5,4837489.6,91493.0,1927
10021,Multifamily Housing,146.5,42.47,7.09,11.0,1560164.9,68966.7,63280.0,1917
11435,Multifamily Housing,149.1,51.22,6.45,29.0,3008028.0,14812811.2,175240.0,1956
10023,Multifamily Housing,100.0,35.69,5.32,78.0,1317352.1,166896.8,101056.0,1927
10021,Multifamily Housing,86.0,30.84,4.59,89.0,2305537.6,250524.2,160929.0,1966
10023,Multifamily Housing,76.3,22.06,4.01,96.0,1670024.3,160890.3,162284.0,1912
10016,Multifamily Housing,118.7,35.64,4.54,47.0,1684961.2,2922636.6,65598.0,1979
10003,Multifamily Housing,116.3,27.78,4.65,62.0,2453011.0,10175287.6,160896.0,1929
11233,Multifamily Housing,87.6,36.98,3.35,91.0,1082015.2,2931100.0,73900.0,2016
10463,Multifamily Housing,124.5,93.48,5.21,47.0,841268.4,4515710.0,59728.0,1930
10705,Multifamily Housing,103.6,50.33,3.96,80.0,1771278.7,4465300.7,97850.0,2011
10467,Multifamily Housing,83.2,33.5,3.06,90.0,777096.1,1203309.1,42434.0,2004
10016,Hotel,337.9,90.04,13.66,1.0,12849896.4,34296706.9,213000.0,2010
10013,Office,148.9,6.31,4.7,41.0,1305342.2,332548.4,27250.0,1915
10016,Multifamily Housing,155.5,34.46,4.93,19.0,3577204.5,1095642.4,73284.0,2013
10011,Residence Hall/Dormitory,173.8,51.59,6.36,22.0,2340014.6,3482487.5,60248.0,1910
10014,Office,275.3,24.74,8.88,10.0,4109583.4,1451265.6,47860.0,2005
10011,Multifamily Housing,159.5,37.69,5.77,12.0,1251434.7,2123549.5,37900.0,1906
10036,Mixed Use Property,325.4,185.14,11.46,2.0,3676317.4,3046090.3,41287.0,1920
11432,Multifamily Housing,109.7,46.83,4.56,82.0,769227.9,3779414.9,58350.0,1963
11355,Multifamily Housing,142.8,54.26,5.81,42.0,1821528.1,7662524.4,96686.0,1997
10003,Non-Refrigerated Warehouse,94.3,10.45,2.73,26.0,2551562.7,20466.7,79622.0,1900
11355,Multifamily Housing,164.8,85.42,6.87,8.0,1129814.9,5286266.8,54805.0,1959
11213,Multifamily Housing,66.1,88.65,1.96,97.0,696077.2,0.0,30032.0,1982
11366,Medical Office,135.1,16.71,4.24,75.0,8004330.1,2237413.7,188000.0,1950
11415,Multifamily Housing,75.9,39.65,2.97,93.0,1116023.5,3976999.9,103012.0,1939
11214,Multifamily Housing,90.9,32.33,3.65,88.0,1002540.7,3632600.4,76174.0,1954
11374,Multifamily Housing,101.8,64.06,4.24,70.0,959083.1,5654599.9,89971.0,1930
11214,Multifamily Housing,125.8,20.23,5.16,36.0,1492272.1,7145500.2,98000.0,1939
11218,Multifamily Housing,110.7,42.82,4.54,57.0,1697579.6,8457599.5,130496.0,1962
11209,Multifamily Housing,118.3,70.27,4.9,60.0,1141187.2,5157300.5,75706.0,1962
11230,Multifamily Housing,71.4,43.21,3.03,94.0,1041155.6,6012299.7,134493.0,1929
11249,Multifamily Housing,76.7,55.99,2.71,99.0,1211141.0,1094600.0,59400.0,2002
11205,Multifamily Housing,105.0,66.08,3.95,38.0,1449043.0,2292900.1,61894.0,2002
10463,Multifamily Housing,123.9,93.49,5.21,24.0,841268.4,4515710.0,59718.0,1930
10467,Multifamily Housing,111.2,84.15,4.81,38.0,1191350.8,7611399.7,105060.0,1927
11206,Multifamily Housing,186.2,10.1,7.44,13.0,1825218.2,4342100.0,51770.0,2007
10040,Multifamily Housing,179.5,128.93,7.58,12.0,1196384.6,8728853.5,74529.0,1924
10031,Multifamily Housing,165.7,99.76,6.97,45.0,970145.9,7124426.2,66086.0,1909
11210,Multifamily Housing,104.4,72.13,4.63,71.0,2014313.3,7228993.3,146688.0,1955
10031,Multifamily Housing,99.7,60.38,4.06,89.0,1527627.6,6766769.2,120334.0,1917
10031,Multifamily Housing,98.6,45.45,4.06,93.0,1035496.0,5393151.5,92266.0,1951
11373,Multifamily Housing,120.8,77.98,5.16,53.0,750684.4,4963845.6,65400.0,1941
10013,Multifamily Housing,304.6,52.94,11.69,1.0,14427926.2,31765948.6,248919.0,2003
11414,Multifamily Housing,124.1,44.92,5.1,51.0,2898418.0,11824529.4,171400.0,1964
10033,Multifamily Housing,131.8,50.3,7.54,50.0,734954.5,220563.6,66000.0,1920
10024,Multifamily Housing,104.5,32.86,3.99,55.0,2928271.5,6660317.0,151000.0,1926
10016,Multifamily Housing,142.6,46.22,7.55,45.0,1823545.8,214655.9,83500.0,1960
11414,Multifamily Housing,118.3,43.53,4.84,59.0,2679086.5,11357032.7,171400.0,1964
10025,Multifamily Housing,85.0,28.6,4.66,89.0,1194977.7,286836.7,117088.0,1929
10024,Multifamily Housing,81.7,24.95,3.33,73.0,2961338.8,8445127.6,210000.0,1930
10025,Multifamily Housing,89.6,25.28,3.63,79.0,1015356.8,5043286.7,97600.0,1926
10025,Multifamily Housing,99.8,34.06,5.73,58.0,772910.6,175431.3,62000.0,1922
10003,Multifamily Housing,109.6,38.82,4.19,77.0,3255262.1,7382200.0,159424.0,1930
11414,Multifamily Housing,95.0,39.52,3.98,48.0,2696839.1,13059581.7,231801.0,1966
11414,Multifamily Housing,93.5,25.24,3.73,73.0,3197122.6,10144243.6,216883.0,1963
10463,Multifamily Housing,119.2,48.81,4.83,39.0,8798371.2,30106525.4,485000.0,1967
10028,Multifamily Housing,74.9,28.79,3.82,94.0,1353898.6,174636.4,96209.0,1962
10128,Multifamily Housing,104.0,48.87,4.9,42.0,1872713.1,2825720.0,106600.0,1928
10128,Multifamily Housing,97.5,28.01,3.89,65.0,1035775.0,4088829.7,78344.0,1928
10024,Multifamily Housing,87.2,19.86,4.51,89.0,3569448.2,347327.3,283000.0,1927
11238,Multifamily Housing,111.2,44.42,4.51,51.0,1717746.2,7870248.9,125000.0,1956
11415,Multifamily Housing,142.6,63.4,5.89,60.0,701979.7,3683541.5,43284.0,1928
10024,Multifamily Housing,95.6,26.98,5.03,88.0,1298257.4,131056.7,98000.0,1916
11415,Multifamily Housing,107.7,50.68,4.5,83.0,582824.1,3252065.2,49406.0,1951
11415,Multifamily Housing,101.8,33.22,4.28,84.0,334815.6,2046685.4,32000.0,1922
11367,Multifamily Housing,111.7,64.85,4.67,39.0,452082.0,2835848.2,40480.0,1948
10023,Multifamily Housing,115.2,33.96,4.61,80.0,769869.0,2674740.4,44975.0,1965
10011,Multifamily Housing,86.6,26.87,3.32,87.0,752083.3,1913960.2,49880.0,1940
10065,Multifamily Housing,104.5,25.6,4.18,64.0,1882825.4,7439649.9,132611.0,1928
10003,Multifamily Housing,141.4,37.94,5.34,45.0,5811893.7,13311087.7,224494.0,1955
10003,Multifamily Housing,121.1,53.81,6.6,77.0,927532.4,113909.7,58000.0,1928
11373,Multifamily Housing,113.6,52.25,4.63,72.0,1960300.9,9326149.9,142954.0,1962
10014,Multifamily Housing,103.7,39.06,5.15,69.0,1493229.5,657037.5,94291.0,1929
10128,Multifamily Housing,105.9,40.17,5.27,61.0,1964087.2,279560.0,116003.0,1929
11373,Multifamily Housing,141.8,84.9,5.97,23.0,924377.5,5122056.0,59850.0,1939
10040,Multifamily Housing,171.7,118.59,7.21,11.0,1444725.4,8196016.5,77324.0,1920
10472,Multifamily Housing,173.5,128.53,7.08,3.0,1752148.6,7342440.0,76000.0,1929
11355,Multifamily Housing,119.5,85.46,6.64,70.0,688381.6,267248.5,54727.0,1921
11355,Multifamily Housing,152.8,113.85,6.45,32.0,2046675.4,12567008.7,130304.0,1970
10032,Multifamily Housing,113.4,52.96,6.11,52.0,928537.2,1530027.1,83356.0,1920
11373,Multifamily Housing,151.8,106.44,6.42,17.0,950434.2,5556618.2,59280.0,1939
11421,Multifamily Housing,123.6,58.59,5.29,45.0,1126585.3,6884232.7,89250.0,1926
11223,Multifamily Housing,111.0,66.4,4.6,45.0,896096.1,3694299.9,59100.0,1961
10032,Multifamily Housing,132.0,30.67,5.5,55.0,809893.6,5088790.8,61608.0,1922
10128,Multifamily Housing,138.2,41.52,6.76,40.0,1596914.5,244056.7,67044.0,1923
11225,Multifamily Housing,144.7,153.58,6.96,8.0,838714.2,4603673.1,57763.0,1925
11225,Multifamily Housing,126.1,64.86,5.37,49.0,733504.5,4055743.6,53550.0,1928
11225,Multifamily Housing,124.3,64.34,5.34,54.0,672831.7,4018938.3,53550.0,1928
10463,Multifamily Housing,118.7,116.38,4.94,46.0,2110416.0,10944673.2,153900.0,1927
10467,Multifamily Housing,134.0,120.32,5.25,58.0,5159742.2,14963836.6,234480.0,1965
10034,Multifamily Housing,136.5,78.76,6.14,57.0,834187.7,5507422.1,59189.0,1930
10040,Multifamily Housing,142.9,77.37,6.14,44.0,1863351.2,9574056.6,117568.0,1927
10466,Multifamily Housing,266.8,114.93,10.71,1.0,1784806.8,6772463.7,47700.0,1964
11355,Multifamily Housing,147.3,99.29,6.1,28.0,3076763.3,15776172.8,180000.0,1947
10467,Multifamily Housing,130.2,106.11,5.32,49.0,1733303.4,7499926.2,102399.0,1965
10467,Multifamily Housing,93.1,77.9,5.35,77.0,892542.0,427220.0,78110.0,1927
11226,Multifamily Housing,111.4,72.2,4.72,38.0,965825.4,5766404.9,85303.0,1937
11102,Multifamily Housing,158.2,54.8,6.46,22.0,1708406.1,9152780.2,97714.0,1935
11372,Multifamily Housing,155.5,92.79,6.36,34.0,1387215.3,5718199.3,66204.0,1952
11372,Multifamily Housing,128.2,64.28,5.42,37.0,1329260.0,8568098.3,107952.0,1937
11223,Multifamily Housing,189.7,73.05,8.27,9.0,1524598.0,9252381.4,80000.0,1962
11225,Multifamily Housing,135.1,80.81,5.64,41.0,878580.2,4927925.4,60480.0,1931
11226,Multifamily Housing,140.2,101.37,5.84,44.0,1013024.2,5321093.0,63110.0,1923
11226,Multifamily Housing,118.0,87.91,4.93,43.0,777794.2,4838075.1,65448.0,1939
11226,Multifamily Housing,140.9,79.6,5.64,33.0,2882219.7,10964514.5,146660.0,1962
11226,Multifamily Housing,134.0,106.44,5.9,27.0,722935.8,5299938.5,63511.0,1935
11226,Multifamily Housing,124.9,57.65,5.17,52.0,1701707.6,9131725.4,121636.0,1949
11226,Multifamily Housing,77.8,70.96,3.35,89.0,1089692.4,5972745.3,132840.0,1931
10024,Multifamily Housing,107.8,30.19,4.19,73.0,2276994.4,6217534.0,124898.0,1926
11375,Multifamily Housing,89.3,23.38,3.66,79.0,1974032.1,10557187.0,198640.0,1942
10018,Office,99.9,11.61,3.56,77.0,5533792.3,1675321.2,183000.0,1922
10018,Office,209.1,42.7,7.08,18.0,2067650.0,1503764.5,36000.0,1985
10018,Office,155.3,23.69,5.42,45.0,16212685.1,3206036.1,330291.0,1927
10001,Office,99.2,38.35,3.48,78.0,1854639.2,2090481.6,77067.0,1924
10011,Office,137.1,6.52,4.42,73.0,12949045.3,4757323.2,305000.0,1906
11362,Worship Facility,108.0,20.3,4.17,25.0,449659.0,1402150.0,26989.0,1960
10012,Office,172.0,20.92,5.39,71.0,4480456.3,716600.0,77519.0,1985
10018,Other,104.2,12.44,3.56,83.0,6254990.2,901647.1,185000.0,1922
10075,Multifamily Housing,104.7,35.51,4.04,74.0,2081156.1,5126422.5,110926.0,1930
10001,Office,164.9,22.55,5.33,66.0,2484118.0,1083823.3,50234.0,1908
11212,Multifamily Housing,204.0,63.22,9.26,1.0,512256.7,6713400.0,43200.0,1928
10011,Office,207.2,38.58,7.31,59.0,8495716.3,314154.7,130876.0,1913
10001,Office,109.4,18.27,4.1,86.0,1675786.5,444820.0,54238.0,1912
11214,Multifamily Housing,143.6,86.83,5.61,31.0,785637.1,1969162.3,30500.0,2009
11225,K-12 School,143.6,30.98,5.37,42.0,839447.5,1848919.9,31504.0,1927
11375,Senior Care Community,236.3,78.72,8.94,43.0,2089914.1,4273700.5,45415.0,1953
10474,K-12 School,179.6,11.85,5.95,30.0,1491544.4,932096.7,29567.0,2010
11434,Office,195.0,9.99,7.13,3.0,1251103.6,1899055.6,29000.0,1987
11206,Multifamily Housing,160.0,131.54,7.04,18.0,396283.6,3383021.6,30300.0,2003
11207,Multifamily Housing,168.5,107.48,5.97,46.0,1115959.7,1144372.7,26000.0,2000
10472,Multifamily Housing,154.9,88.69,6.17,17.0,1820515.5,6024870.6,76900.0,1930
10459,Multifamily Housing,213.2,85.9,8.94,1.0,1617115.9,6614129.9,54600.0,2009
10452,Multifamily Housing,232.9,86.61,9.3,1.0,3015145.4,11374350.9,92425.0,1915
10019,Multifamily Housing,108.3,32.41,4.24,64.0,621519.2,2056463.3,38159.0,1911
10023,Multifamily Housing,105.7,23.82,5.71,67.0,619884.2,94993.3,41034.0,1922
10128,Multifamily Housing,114.2,28.75,4.46,44.0,1699912.8,5517789.6,98000.0,1924
10029,Multifamily Housing,190.8,94.77,7.55,5.0,1225603.0,3702299.9,39792.0,1999
10017,Multifamily Housing,119.9,37.6,6.24,84.0,4997703.5,385075.8,296526.0,1950
